,x,y,start time,end time,image_index,image_x,image_y,blur
295,1375.5,970.9,284023,284143,50,487.5,482.9,5.3221072307861235
296,1706.9,677.3,284171,284219,50,818.9000000000001,189.29999999999995,5.3221072307861235
297,1484.5,1010.3,284299,284651,50,596.5,522.3,5.3221072307861235
298,1595.0,588.8,285071,285295,50,707.0,100.79999999999995,5.3221072307861235
299,1246.1,1081.2,285407,285715,50,358.0999999999999,593.2,5.3221072307861235
300,1273.8,1084.6,285727,286139,50,385.79999999999995,596.5999999999999,5.3221072307861235
301,1536.2,578.9,286763,286967,50,1536.2,578.9,5.3221072307861235
302,1712.8,715.0,287159,287291,51,824.8,227.0,11.790427943648407
303,1381.1,1096.1,287339,287427,51,493.0999999999999,608.0999999999999,11.790427943648407
304,1291.9,1106.4,287447,287783,51,403.9000000000001,618.4000000000001,11.790427943648407
305,1460.9,1071.7,287815,288111,51,572.9000000000001,583.7,11.790427943648407
306,1344.9,984.1,288139,288455,51,456.9000000000001,496.1,11.790427943648407
307,1354.1,1053.6,288475,288699,51,466.0999999999999,565.5999999999999,11.790427943648407
308,1289.1,1146.5,288719,288899,51,401.0999999999999,658.5,11.790427943648407
309,1315.9,1113.3,289567,289895,51,427.9000000000001,625.3,11.790427943648407
310,1418.6,1110.9,289919,290219,51,530.5999999999999,622.9000000000001,11.790427943648407
311,1385.6,1094.6,290231,290919,51,497.5999999999999,606.5999999999999,11.790427943648407
312,1463.4,618.9,291335,291403,52,575.4000000000001,130.89999999999998,5.295375898975827
313,1459.1,604.7,291427,291447,52,571.0999999999999,116.70000000000005,5.295375898975827
314,1455.1,573.6,291479,291503,52,567.0999999999999,85.60000000000002,5.295375898975827
315,1315.4,1104.5,291619,291727,52,427.4000000000001,616.5,5.295375898975827
316,1426.8,1081.3,291755,292063,52,538.8,593.3,5.295375898975827
317,1335.4,1060.6,292087,292463,52,447.4000000000001,572.5999999999999,5.295375898975827
318,1426.0,1070.9,292491,292763,52,538.0,582.9000000000001,5.295375898975827
319,1366.1,1043.6,292775,293255,52,478.0999999999999,555.5999999999999,5.295375898975827
320,1428.8,1037.5,293283,293763,52,540.8,549.5,5.295375898975827
321,1546.6,831.8,294087,294127,52,658.5999999999999,343.79999999999995,5.295375898975827
322,1490.4,582.3,294179,294347,52,602.4000000000001,94.29999999999995,5.295375898975827
323,1273.5,1047.8,294483,294659,52,385.5,559.8,5.295375898975827
324,1397.7,1038.9,294683,295655,52,1397.7,1038.9,5.295375898975827
325,1354.1,1005.4,295671,295943,53,466.0999999999999,517.4,14.804152316177676
326,1528.1,585.7,296095,296135,53,640.0999999999999,97.70000000000005,14.804152316177676
327,1527.0,782.5,296515,296835,53,639.0,294.5,14.804152316177676
328,978.2,519.8,296891,296919,53,90.20000000000005,31.799999999999955,14.804152316177676
329,832.4,963.6,297339,297507,53,-55.60000000000002,475.6,14.804152316177676
330,991.9,947.2,297579,297623,53,103.89999999999998,459.20000000000005,14.804152316177676
331,1798.7,539.5,297823,297847,53,910.7,51.5,14.804152316177676
332,1814.5,585.3,297911,298191,53,926.5,97.29999999999995,14.804152316177676
333,1672.1,676.3,298219,298239,53,784.0999999999999,188.29999999999995,14.804152316177676
334,1319.5,1017.1,298599,298867,53,431.5,529.1,14.804152316177676
335,1394.7,1008.7,298911,299231,53,506.70000000000005,520.7,14.804152316177676
336,1510.9,720.6,299571,299883,54,622.9000000000001,232.60000000000002,11.570672775009886
337,1794.5,688.2,300143,300183,54,906.5,200.20000000000005,11.570672775009886
338,1784.9,685.7,300287,300407,54,896.9000000000001,197.70000000000005,11.570672775009886
339,1692.1,698.7,300547,300823,54,804.0999999999999,210.70000000000005,11.570672775009886
340,2023.0,660.9,301763,301931,54,1135.0,172.89999999999998,11.570672775009886
341,1538.7,993.6,302007,302235,54,650.7,505.6,11.570672775009886
342,1400.8,1010.6,302263,302435,54,512.8,522.6,11.570672775009886
343,1272.0,1029.4,302459,302631,54,384.0,541.4000000000001,11.570672775009886
344,1527.9,501.3,303167,303219,54,639.9000000000001,13.300000000000011,11.570672775009886
345,1704.4,652.7,303335,303355,54,816.4000000000001,164.70000000000005,11.570672775009886
346,1369.1,1019.5,303399,303799,54,481.0999999999999,531.5,11.570672775009886
347,1761.7,689.7,304219,304259,54,873.7,201.70000000000005,11.570672775009886
348,1282.9,1012.8,304515,305383,54,1282.9,1012.8,11.570672775009886
349,1398.9,1006.2,305411,305599,55,510.9000000000001,518.2,0.0
350,1464.9,987.1,305627,305927,55,576.9000000000001,499.1,0.0
351,1698.1,646.8,305951,306043,55,810.0999999999999,158.79999999999995,0.0
352,1416.1,527.7,306215,306239,55,528.0999999999999,39.700000000000045,0.0
353,1414.0,525.6,306267,306307,55,526.0,37.60000000000002,0.0
354,1416.6,531.6,306379,306399,55,1416.6,531.6,0.0
